Individu - Code Etudiant;Individu - Nom;Individu - Prénom;ELP (code);ELP - Note Indicateur
20160138;NOM103;PRENOM103;713MD202;7,75
20160138;NOM103;PRENOM103;713MD110;""
20160138;NOM103;PRENOM103;713MD101;15
20160163;NOM122;PRENOM122;713MD205;""
20160163;NOM122;PRENOM122;713MD204;""
20160163;NOM122;PRENOM122;713MD103;13,625
20160113;NOM136;PRENOM136;713MD206;""
20160113;NOM136;PRENOM136;713MD202;5
20160113;NOM136;PRENOM136;713MD110;""
20160113;NOM136;PRENOM136;713MD109;15,5
20160113;NOM136;PRENOM136;713MD106;13,567
20160113;NOM136;PRENOM136;713MD102;15
20160157;NOM130;PRENOM130;713MD207;16
20160157;NOM130;PRENOM130;713MD205;""
20160119;NOM108;PRENOM108;713MD207;16
20160119;NOM108;PRENOM108;713MD206;""
20160119;NOM108;PRENOM108;713MD205;""
20160119;NOM108;PRENOM108;713MD201;17,55
20160119;NOM108;PRENOM108;713MD109;14
20160119;NOM108;PRENOM108;713MD106;13,927
20160119;NOM108;PRENOM108;713MD102;15,75
20160160;NOM162;PRENOM162;713UE102;""
20160160;NOM162;PRENOM162;713MD203;5
20160160;NOM162;PRENOM162;713MD110;""
20160160;NOM162;PRENOM162;713MD107;""
20160160;NOM162;PRENOM162;713EN115;10,75
20160137;NOM107;PRENOM107;713MD109;13
20160137;NOM107;PRENOM107;713MD108;20
20160137;NOM107;PRENOM107;713MD107;""
20160137;NOM107;PRENOM107;713MD101;17
20160137;NOM107;PRENOM107;703FAC01;""
20160164;NOM161;PRENOM161;713MD208;""
20160164;NOM161;PRENOM161;713MD105;13,5
20160109;NOM145;PRENOM145;713MD207;12
20160109;NOM145;PRENOM145;713MD203;15,25
20160109;NOM145;PRENOM145;713MD110;""
20160109;NOM145;PRENOM145;713MD107;""
20160109;NOM145;PRENOM145;713MD102;10,5
20160109;NOM145;PRENOM145;703FAC01;0,41
20160106;NOM129;PRENOM129;713MD208;""
20160106;NOM129;PRENOM129;713MD207;16
20160106;NOM129;PRENOM129;713MD203;6,25
20160118;NOM166;PRENOM166;713MD105;14
20160118;NOM166;PRENOM166;703FAC01;""
20160136;NOM123;PRENOM123;713SEM10;""
20160136;NOM123;PRENOM123;713EN115;14,5
20160117;NOM165;PRENOM165;713UE102;""
20160117;NOM165;PRENOM165;713MD205;""
20160117;NOM165;PRENOM165;713MD201;9,833
20160117;NOM165;PRENOM165;713MD107;""
20160117;NOM165;PRENOM165;713MD101;15
20160167;NOM168;PRENOM168;713MD208;""
20160167;NOM168;PRENOM168;713MD201;10,8
20160167;NOM168;PRENOM168;713MD104;""
20160123;NOM112;PRENOM112;713MD208;""
20160123;NOM112;PRENOM112;713MD203;12,5
20160123;NOM112;PRENOM112;703FAC01;""
20160105;NOM138;PRENOM138;713SEM10;""
20160105;NOM138;PRENOM138;713MD207;8
20160105;NOM138;PRENOM138;713MD206;""
20160105;NOM138;PRENOM138;713MD108;9
20160105;NOM138;PRENOM138;713MD103;9,625
20160105;NOM138;PRENOM138;713MD102;8
20160153;NOM101;PRENOM101;713MD207;10
20160153;NOM101;PRENOM101;713MD102;12,25
20160129;NOM154;PRENOM154;713MD208;""
20160129;NOM154;PRENOM154;713MD207;17
20160130;NOM127;PRENOM127;713MD206;""
20160130;NOM127;PRENOM127;703FAC01;0,38
20160100;NOM142;PRENOM142;713MD102;9,75
20160150;NOM167;PRENOM167;713UE102;""
20160150;NOM167;PRENOM167;713MD207;18
20160150;NOM167;PRENOM167;713MD203;5,75
20160150;NOM167;PRENOM167;713MD105;14
20160150;NOM167;PRENOM167;713EN118;13,5
20160126;NOM113;PRENOM113;713MD208;""
20160126;NOM113;PRENOM113;713MD102;13,9
20160126;NOM113;PRENOM113;713MD101;12
20160156;NOM148;PRENOM148;713MD208;""
20160156;NOM148;PRENOM148;713MD205;""
20160156;NOM148;PRENOM148;703FAC01;""
20160104;NOM119;PRENOM119;713MD208;""
20160104;NOM119;PRENOM119;703FAC01;""
20160154;NOM117;PRENOM117;713MD202;16
20160154;NOM117;PRENOM117;713MD108;16
20160154;NOM117;PRENOM117;713MD101;16
20160165;NOM163;PRENOM163;713MD207;18
20160165;NOM163;PRENOM163;713MD204;""
20160165;NOM163;PRENOM163;713MD105;15
20160168;NOM146;PRENOM146;713UE102;""
20160107;NOM140;PRENOM140;713MD202;7,5
20160107;NOM140;PRENOM140;713MD106;14,292
20160151;NOM147;PRENOM147;713UE101;""
20160151;NOM147;PRENOM147;713MD110;""
20160151;NOM147;PRENOM147;713MD106;10,539
20160151;NOM147;PRENOM147;713MD105;12,5
20160151;NOM147;PRENOM147;703FAC01;""
20160158;NOM104;PRENOM104;713MD202;10
20160158;NOM104;PRENOM104;713MD201;14,333
20160133;NOM151;PRENOM151;713MD207;8
20160133;NOM151;PRENOM151;713MD205;""
20160133;NOM151;PRENOM151;713MD104;""
20160133;NOM151;PRENOM151;713EN115;14,5
20160159;NOM135;PRENOM135;713MD202;1
20160159;NOM135;PRENOM135;713MD109;12
20160102;NOM153;PRENOM153;713SEM10;""
20160102;NOM153;PRENOM153;713MD203;8,75
20160102;NOM153;PRENOM153;713MD202;9
20160102;NOM153;PRENOM153;713MD101;13
20160108;NOM118;PRENOM118;713MD208;""
20160108;NOM118;PRENOM118;713MD201;15,125
20160108;NOM118;PRENOM118;713MD109;17,5
20160108;NOM118;PRENOM118;713MD104;""
20160112;NOM157;PRENOM157;713UE101;""
20160112;NOM157;PRENOM157;713MD207;17
20160112;NOM157;PRENOM157;713MD205;""
20160112;NOM157;PRENOM157;713MD104;""
20160161;NOM110;PRENOM110;713MD110;""
20160131;NOM128;PRENOM128;713SEM10;""
20160131;NOM128;PRENOM128;713MD108;19
20160131;NOM128;PRENOM128;713MD102;13,5
20160162;NOM105;PRENOM105;713UE102;""
20160162;NOM105;PRENOM105;713MD207;10
20160121;NOM155;PRENOM155;713MD208;""
20160121;NOM155;PRENOM155;713MD201;12,492
20160145;NOM160;PRENOM160;713UE101;""
20160145;NOM160;PRENOM160;713MD205;""
20160145;NOM160;PRENOM160;713MD203;3,5
20160116;NOM139;PRENOM139;713MD206;""
20160116;NOM139;PRENOM139;713MD203;9,75
20160116;NOM139;PRENOM139;713MD107;""
20160116;NOM139;PRENOM139;713MD101;15
20160115;NOM156;PRENOM156;713MD208;""
20160115;NOM156;PRENOM156;713MD110;""
20160115;NOM156;PRENOM156;713MD107;""
20160115;NOM156;PRENOM156;713MD105;17,5
20160140;NOM132;PRENOM132;713MD207;16
20160140;NOM132;PRENOM132;713MD205;""
20160140;NOM132;PRENOM132;713MD203;7,25
20160122;NOM111;PRENOM111;713MD104;""
20160139;NOM126;PRENOM126;713MD206;""
20160139;NOM126;PRENOM126;713MD205;""
20160139;NOM126;PRENOM126;713MD104;""
20160139;NOM126;PRENOM126;713MD101;13
20160141;NOM102;PRENOM102;713MD208;""
20160141;NOM102;PRENOM102;703FAC01;""
20160103;NOM125;PRENOM125;713SEM10;""
20160103;NOM125;PRENOM125;713MD208;""
20160103;NOM125;PRENOM125;713MD110;""
20160135;NOM114;PRENOM114;713MD102;15,75
20160155;NOM134;PRENOM134;713MD204;""
20160155;NOM134;PRENOM134;713MD109;17
20160125;NOM159;PRENOM159;713MD110;""
20160125;NOM159;PRENOM159;713MD108;13
20160125;NOM159;PRENOM159;713MD106;12,455
20160125;NOM159;PRENOM159;713MD103;10,625
20160125;NOM159;PRENOM159;713MD102;12,75
20160138;NOM103;PRENOM103;713MD103;8,563
20160113;NOM136;PRENOM136;713MD208;""
20160113;NOM136;PRENOM136;713MD104;""
20160113;NOM136;PRENOM136;713MD101;15
20160157;NOM130;PRENOM130;713MD107;""
20160157;NOM130;PRENOM130;713MD106;15
20160157;NOM130;PRENOM130;703FAC01;""
20160119;NOM108;PRENOM108;713MD204;""
20160137;NOM107;PRENOM107;713SEM10;""
20160164;NOM161;PRENOM161;713SEM10;""
20160164;NOM161;PRENOM161;713MD101;14
20160109;NOM145;PRENOM145;713MD205;""
20160109;NOM145;PRENOM145;713MD105;15,5
20160106;NOM129;PRENOM129;713MD206;""
20160106;NOM129;PRENOM129;713MD201;11,3
20160106;NOM129;PRENOM129;713MD105;13,5
20160118;NOM166;PRENOM166;713MD204;""
20160118;NOM166;PRENOM166;713MD110;""
20160118;NOM166;PRENOM166;713MD103;14,375
20160118;NOM166;PRENOM166;713MD101;9
20160136;NOM123;PRENOM123;713UE101;""
20160136;NOM123;PRENOM123;713MD206;""
20160136;NOM123;PRENOM123;713MD202;13,5
20160136;NOM123;PRENOM123;713MD106;15,252
20160117;NOM165;PRENOM165;713MD208;""
20160167;NOM168;PRENOM168;713UE101;""
20160167;NOM168;PRENOM168;713SEM10;""
20160167;NOM168;PRENOM168;713MD110;""
20160167;NOM168;PRENOM168;713MD102;13
20160123;NOM112;PRENOM112;713MD110;""
20160123;NOM112;PRENOM112;713MD105;15
20160123;NOM112;PRENOM112;713MD104;""
20160123;NOM112;PRENOM112;713EN118;13
20160105;NOM138;PRENOM138;713MD101;12
20160105;NOM138;PRENOM138;713EN115;8
20160153;NOM101;PRENOM101;713MD203;6,25
20160153;NOM101;PRENOM101;713MD106;12,059
20160153;NOM101;PRENOM101;713MD105;15
20160153;NOM101;PRENOM101;713MD103;9,75
20160153;NOM101;PRENOM101;703FAC01;""
20160129;NOM154;PRENOM154;713UE102;""
20160130;NOM127;PRENOM127;713MD203;4,75
20160130;NOM127;PRENOM127;713MD110;""
20160130;NOM127;PRENOM127;713MD104;""
20160130;NOM127;PRENOM127;713MD101;16
20160100;NOM142;PRENOM142;713UE101;""
20160100;NOM142;PRENOM142;713MD206;""
20160100;NOM142;PRENOM142;713MD101;12
20160150;NOM167;PRENOM167;713MD204;""
20160150;NOM167;PRENOM167;713MD110;""
20160150;NOM167;PRENOM167;713MD104;""
20160126;NOM113;PRENOM113;713UE101;""
20160156;NOM148;PRENOM148;713MD206;""
20160156;NOM148;PRENOM148;713MD102;19,5
20160104;NOM119;PRENOM119;713MD207;13
20160104;NOM119;PRENOM119;713MD202;19,5
20160104;NOM119;PRENOM119;713MD105;19
20160104;NOM119;PRENOM119;713MD102;14
20160154;NOM117;PRENOM117;713MD207;13
20160154;NOM117;PRENOM117;713MD103;15,5
20160154;NOM117;PRENOM117;713EN116;15,5
20160165;NOM163;PRENOM163;713EN115;10,6
20160101;NOM144;PRENOM144;713SEM10;""
20160101;NOM144;PRENOM144;713MD203;9,25
20160101;NOM144;PRENOM144;713MD108;19
20160101;NOM144;PRENOM144;713EN115;13,5
20160168;NOM146;PRENOM146;713MD109;18
20160168;NOM146;PRENOM146;713MD103;9,875
20160107;NOM140;PRENOM140;713UE102;""
20160107;NOM140;PRENOM140;713UE101;""
20160107;NOM140;PRENOM140;713MD207;16
20160107;NOM140;PRENOM140;713MD205;""
20160107;NOM140;PRENOM140;713MD110;""
20160107;NOM140;PRENOM140;713MD103;11,625
20160151;NOM147;PRENOM147;713MD206;""
20160151;NOM147;PRENOM147;713MD102;12,75
20160158;NOM104;PRENOM104;713MD205;""
20160133;NOM151;PRENOM151;713MD202;8
20160133;NOM151;PRENOM151;713MD102;14,5
20160159;NOM135;PRENOM135;713MD108;16,5
20160159;NOM135;PRENOM135;713MD105;16,5
20160102;NOM153;PRENOM153;713UE101;""
20160102;NOM153;PRENOM153;713MD208;""
20160102;NOM153;PRENOM153;713MD109;15
20160102;NOM153;PRENOM153;713MD108;0
20160102;NOM153;PRENOM153;713MD107;""
20160102;NOM153;PRENOM153;713MD106;13,392
20160102;NOM153;PRENOM153;713MD104;""
20160108;NOM118;PRENOM118;713UE101;""
20160108;NOM118;PRENOM118;713MD107;""
20160108;NOM118;PRENOM118;713MD105;12,5
20160147;NOM158;PRENOM158;713MD206;""
20160147;NOM158;PRENOM158;713MD108;9
20160147;NOM158;PRENOM158;713MD106;13,05
20160147;NOM158;PRENOM158;703FAC01;""
20160112;NOM157;PRENOM157;713MD108;16,5
20160161;NOM110;PRENOM110;713MD207;14
20160161;NOM110;PRENOM110;713MD204;""
20160131;NOM128;PRENOM128;713MD104;""
20160131;NOM128;PRENOM128;713MD101;15
20160131;NOM128;PRENOM128;713EN118;13,5
20160162;NOM105;PRENOM105;713MD201;15,092
20160162;NOM105;PRENOM105;713MD109;11
20160121;NOM155;PRENOM155;713MD207;14
20160121;NOM155;PRENOM155;713MD202;3,25
20160121;NOM155;PRENOM155;703FAC01;""
20160145;NOM160;PRENOM160;713MD208;""
20160145;NOM160;PRENOM160;713MD104;""
20160116;NOM139;PRENOM139;713MD201;15,975
20160116;NOM139;PRENOM139;713MD105;16
20160115;NOM156;PRENOM156;713UE102;""
20160115;NOM156;PRENOM156;713MD207;15
20160115;NOM156;PRENOM156;713MD104;""
20160115;NOM156;PRENOM156;713EN116;13,75
20160140;NOM132;PRENOM132;713UE101;""
20160140;NOM132;PRENOM132;713MD202;4,5
20160140;NOM132;PRENOM132;713MD104;""
20160122;NOM111;PRENOM111;713MD203;4
20160122;NOM111;PRENOM111;713MD105;11,5
20160122;NOM111;PRENOM111;703FAC01;""
20160139;NOM126;PRENOM126;713MD203;12
20160139;NOM126;PRENOM126;713MD201;18,25
20160141;NOM102;PRENOM102;713MD206;""
20160141;NOM102;PRENOM102;713MD102;14,125
20160103;NOM125;PRENOM125;713MD106;14,256
20160135;NOM114;PRENOM114;713MD206;""
20160135;NOM114;PRENOM114;713MD105;19
20160135;NOM114;PRENOM114;713MD104;""
20160135;NOM114;PRENOM114;713MD103;11,875
20160155;NOM134;PRENOM134;713MD205;""
20160155;NOM134;PRENOM134;713MD201;14,608
20160155;NOM134;PRENOM134;713MD106;14,966
20160125;NOM159;PRENOM159;713MD207;13
20160125;NOM159;PRENOM159;713MD203;6,25
20160125;NOM159;PRENOM159;713EN116;12,75
20160138;NOM103;PRENOM103;713MD204;""
20160138;NOM103;PRENOM103;703FAC01;""
20160163;NOM122;PRENOM122;713UE102;""
20160163;NOM122;PRENOM122;713MD206;""
20160163;NOM122;PRENOM122;713MD106;14,308
20160163;NOM122;PRENOM122;703FAC01;""
20160113;NOM136;PRENOM136;713MD207;16
20160113;NOM136;PRENOM136;713MD201;11,133
20160113;NOM136;PRENOM136;713MD103;13,875
20160157;NOM130;PRENOM130;713MD203;5,25
20160157;NOM130;PRENOM130;713MD110;""
20160157;NOM130;PRENOM130;713MD109;12
20160157;NOM130;PRENOM130;713MD104;""
20160157;NOM130;PRENOM130;713MD103;11,375
20160119;NOM108;PRENOM108;713MD202;16
20160119;NOM108;PRENOM108;713MD110;""
20160160;NOM162;PRENOM162;713MD208;""
20160160;NOM162;PRENOM162;713MD201;8,6
20160160;NOM162;PRENOM162;713MD104;""
20160160;NOM162;PRENOM162;713MD102;10,75
20160160;NOM162;PRENOM162;703FAC01;""
20160137;NOM107;PRENOM107;713MD206;""
20160137;NOM107;PRENOM107;713MD204;""
20160137;NOM107;PRENOM107;713MD103;15,375
20160137;NOM107;PRENOM107;713MD102;15,125
20160164;NOM161;PRENOM161;713MD203;8
20160164;NOM161;PRENOM161;713MD106;16,222
20160164;NOM161;PRENOM161;713MD104;""
20160164;NOM161;PRENOM161;703FAC01;0,25
20160109;NOM145;PRENOM145;713MD208;""
20160106;NOM129;PRENOM129;713MD108;11
20160118;NOM166;PRENOM166;713UE101;""
20160118;NOM166;PRENOM166;713MD207;13
20160118;NOM166;PRENOM166;713MD205;""
20160136;NOM123;PRENOM123;713MD207;16
20160136;NOM123;PRENOM123;713MD107;""
20160136;NOM123;PRENOM123;713MD102;14,5
20160117;NOM165;PRENOM165;713MD203;9,25
20160167;NOM168;PRENOM168;713MD108;12
20160167;NOM168;PRENOM168;713MD101;13
20160123;NOM112;PRENOM112;713MD201;11,583
20160123;NOM112;PRENOM112;713MD107;""
20160123;NOM112;PRENOM112;713MD103;11,875
20160123;NOM112;PRENOM112;713MD102;13
20160105;NOM138;PRENOM138;713MD208;""
20160105;NOM138;PRENOM138;713MD204;""
20160105;NOM138;PRENOM138;713MD203;3,5
20160105;NOM138;PRENOM138;713MD109;15
20160105;NOM138;PRENOM138;703FAC01;""
20160153;NOM101;PRENOM101;713UE101;""
20160153;NOM101;PRENOM101;713MD208;""
20160129;NOM154;PRENOM154;713MD206;""
20160129;NOM154;PRENOM154;713MD205;""
20160129;NOM154;PRENOM154;713MD108;14
20160129;NOM154;PRENOM154;703FAC01;""
20160130;NOM127;PRENOM127;713SEM10;""
20160130;NOM127;PRENOM127;713MD205;""
20160130;NOM127;PRENOM127;713MD103;11,5
20160100;NOM142;PRENOM142;713MD202;3,75
20160100;NOM142;PRENOM142;713MD109;12,5
20160100;NOM142;PRENOM142;713MD106;11,556
20160150;NOM167;PRENOM167;713MD109;19
20160150;NOM167;PRENOM167;713MD106;14,8
20160126;NOM113;PRENOM113;713MD206;""
20160126;NOM113;PRENOM113;713MD201;11,133
20160126;NOM113;PRENOM113;713MD109;16,5
20160156;NOM148;PRENOM148;713MD207;17
20160156;NOM148;PRENOM148;713MD109;17
20160104;NOM119;PRENOM119;713UE102;""
20160104;NOM119;PRENOM119;713MD204;""
20160104;NOM119;PRENOM119;713EN115;14
20160154;NOM117;PRENOM117;713UE101;""
20160154;NOM117;PRENOM117;713MD205;""
20160154;NOM117;PRENOM117;713MD105;14
20160165;NOM163;PRENOM163;713UE102;""
20160165;NOM163;PRENOM163;713MD205;""
20160165;NOM163;PRENOM163;713MD203;9,5
20160165;NOM163;PRENOM163;713MD201;9,392
20160165;NOM163;PRENOM163;713MD110;""
20160165;NOM163;PRENOM163;713MD109;10
20160165;NOM163;PRENOM163;713MD106;14,67
20160165;NOM163;PRENOM163;713MD103;11,25
20160101;NOM144;PRENOM144;713MD109;15,5
20160168;NOM146;PRENOM146;713MD203;3
20160168;NOM146;PRENOM146;713MD106;15,966
20160168;NOM146;PRENOM146;713MD101;13
20160107;NOM140;PRENOM140;713MD204;""
20160107;NOM140;PRENOM140;713MD109;14
20160107;NOM140;PRENOM140;713MD107;""
20160151;NOM147;PRENOM147;713MD207;14
20160151;NOM147;PRENOM147;713MD202;14,5
20160151;NOM147;PRENOM147;713MD107;""
20160158;NOM104;PRENOM104;713MD203;5,75
20160158;NOM104;PRENOM104;713MD110;""
20160158;NOM104;PRENOM104;713MD106;13,918
20160159;NOM135;PRENOM135;713SEM10;""
20160159;NOM135;PRENOM135;713MD207;15
20160159;NOM135;PRENOM135;713MD110;""
20160159;NOM135;PRENOM135;713MD104;""
20160159;NOM135;PRENOM135;713MD101;17
20160159;NOM135;PRENOM135;713EN115;13,5
20160159;NOM135;PRENOM135;703FAC01;""
20160102;NOM153;PRENOM153;713MD206;""
20160108;NOM118;PRENOM118;713UE102;""
20160108;NOM118;PRENOM118;713SEM10;""
20160108;NOM118;PRENOM118;713MD207;14
20160108;NOM118;PRENOM118;713MD206;""
20160108;NOM118;PRENOM118;713MD103;11,625
20160147;NOM158;PRENOM158;713MD207;16
20160147;NOM158;PRENOM158;713MD104;""
20160112;NOM157;PRENOM157;713MD208;""
20160161;NOM110;PRENOM110;713UE101;""
20160161;NOM110;PRENOM110;713MD105;16
20160131;NOM128;PRENOM128;713MD109;17,5
20160162;NOM105;PRENOM105;713MD110;""
20160162;NOM105;PRENOM105;713MD101;12
20160121;NOM155;PRENOM155;713UE102;""
20160121;NOM155;PRENOM155;713MD106;12,496
20160121;NOM155;PRENOM155;713MD102;8,9
20160145;NOM160;PRENOM160;713SEM10;""
20160145;NOM160;PRENOM160;713MD202;4
20160145;NOM160;PRENOM160;713MD201;9
20160145;NOM160;PRENOM160;713MD109;12
20160145;NOM160;PRENOM160;713MD105;11,5
20160145;NOM160;PRENOM160;713MD103;11,375
20160145;NOM160;PRENOM160;713MD101;15
20160116;NOM139;PRENOM139;713MD204;""
20160116;NOM139;PRENOM139;713MD110;""
20160116;NOM139;PRENOM139;713MD102;18,25
20160116;NOM139;PRENOM139;703FAC01;""
20160115;NOM156;PRENOM156;713MD202;18
20160115;NOM156;PRENOM156;713MD109;18
20160140;NOM132;PRENOM132;713MD105;12,5
20160140;NOM132;PRENOM132;713MD103;13,125
20160122;NOM111;PRENOM111;713UE102;""
20160122;NOM111;PRENOM111;713MD207;18
20160122;NOM111;PRENOM111;713MD110;""
20160122;NOM111;PRENOM111;713EN115;13,375
20160139;NOM126;PRENOM126;713UE101;""
20160139;NOM126;PRENOM126;713MD110;""
20160139;NOM126;PRENOM126;713MD108;18,5
20160139;NOM126;PRENOM126;713MD105;18
20160139;NOM126;PRENOM126;713MD102;11
20160139;NOM126;PRENOM126;713EN115;11
20160141;NOM102;PRENOM102;713UE101;""
20160141;NOM102;PRENOM102;713MD207;16
20160141;NOM102;PRENOM102;713MD205;""
20160141;NOM102;PRENOM102;713MD110;""
20160141;NOM102;PRENOM102;713MD108;17
20160141;NOM102;PRENOM102;713MD107;""
20160141;NOM102;PRENOM102;713MD105;16
20160103;NOM125;PRENOM125;713MD101;14
20160135;NOM114;PRENOM114;713MD205;""
20160135;NOM114;PRENOM114;713MD203;9,25
20160135;NOM114;PRENOM114;713MD101;19
20160155;NOM134;PRENOM134;713MD208;""
20160155;NOM134;PRENOM134;713MD110;""
20160155;NOM134;PRENOM134;713MD102;12,5
20160155;NOM134;PRENOM134;713MD101;15
20160155;NOM134;PRENOM134;713EN115;12,5
20160125;NOM159;PRENOM159;713MD202;6,5
20160125;NOM159;PRENOM159;713MD109;10
20160125;NOM159;PRENOM159;713MD101;14
20160138;NOM103;PRENOM103;713MD201;8,725
20160138;NOM103;PRENOM103;713MD109;11
20160163;NOM122;PRENOM122;713MD208;""
20160163;NOM122;PRENOM122;713MD207;15
20160163;NOM122;PRENOM122;713MD109;13,5
20160113;NOM136;PRENOM136;713MD204;""
20160113;NOM136;PRENOM136;713MD108;12
20160157;NOM130;PRENOM130;713MD206;""
20160157;NOM130;PRENOM130;713MD108;13,5
20160157;NOM130;PRENOM130;713MD102;10,375
20160157;NOM130;PRENOM130;713EN115;10,375
20160119;NOM108;PRENOM108;713MD104;""
20160119;NOM108;PRENOM108;713MD101;16
20160119;NOM108;PRENOM108;713EN116;15,75
20160160;NOM162;PRENOM162;713UE101;""
20160160;NOM162;PRENOM162;713SEM10;""
20160160;NOM162;PRENOM162;713MD207;13
20160137;NOM107;PRENOM107;713MD105;14,5
20160137;NOM107;PRENOM107;713MD104;""
20160137;NOM107;PRENOM107;713EN115;15,125
20160164;NOM161;PRENOM161;713UE101;""
20160164;NOM161;PRENOM161;713MD205;""
20160164;NOM161;PRENOM161;713MD204;""
20160164;NOM161;PRENOM161;713MD109;17,5
20160164;NOM161;PRENOM161;713EN115;13,05
20160109;NOM145;PRENOM145;713UE102;""
20160109;NOM145;PRENOM145;713MD108;14,5
20160109;NOM145;PRENOM145;713MD106;14,959
20160106;NOM129;PRENOM129;713MD204;""
20160106;NOM129;PRENOM129;713EN115;13,35
20160118;NOM166;PRENOM166;713UE102;""
20160118;NOM166;PRENOM166;713MD201;8,892
20160118;NOM166;PRENOM166;713EN115;8,75
20160117;NOM165;PRENOM165;713SEM10;""
20160117;NOM165;PRENOM165;703FAC01;""
20160167;NOM168;PRENOM168;713MD206;""
20160167;NOM168;PRENOM168;713MD203;5,25
20160167;NOM168;PRENOM168;713MD107;""
20160167;NOM168;PRENOM168;713EN118;13
20160123;NOM112;PRENOM112;713UE102;""
20160123;NOM112;PRENOM112;713MD106;13,541
20160153;NOM101;PRENOM101;713UE102;""
20160153;NOM101;PRENOM101;713MD206;""
20160129;NOM154;PRENOM154;713SEM10;""
20160130;NOM127;PRENOM127;713UE102;""
20160100;NOM142;PRENOM142;713MD203;7
20160100;NOM142;PRENOM142;713EN115;9,75
20160150;NOM167;PRENOM167;713SEM10;""
20160150;NOM167;PRENOM167;713MD202;12
20160150;NOM167;PRENOM167;713MD201;15,175
20160150;NOM167;PRENOM167;713MD108;15,5
20160150;NOM167;PRENOM167;713MD101;17
20160156;NOM148;PRENOM148;713MD107;""
20160156;NOM148;PRENOM148;713MD106;15,81
20160156;NOM148;PRENOM148;713MD105;13,5
20160156;NOM148;PRENOM148;713MD104;""
20160156;NOM148;PRENOM148;713EN115;19,5
20160104;NOM119;PRENOM119;713MD203;7,75
20160104;NOM119;PRENOM119;713MD109;15
20160104;NOM119;PRENOM119;713MD107;""
20160104;NOM119;PRENOM119;713MD104;""
20160104;NOM119;PRENOM119;713MD101;13
20160154;NOM117;PRENOM117;713MD208;""
20160154;NOM117;PRENOM117;713MD110;""
20160154;NOM117;PRENOM117;713MD106;14,508
20160154;NOM117;PRENOM117;713MD104;""
20160154;NOM117;PRENOM117;713MD102;15,5
20160165;NOM163;PRENOM163;713MD102;10,6
20160101;NOM144;PRENOM144;713MD201;8,6
20160101;NOM144;PRENOM144;713MD106;15,655
20160168;NOM146;PRENOM146;713SEM10;""
20160107;NOM140;PRENOM140;713MD206;""
20160107;NOM140;PRENOM140;713MD101;13
20160151;NOM147;PRENOM147;713MD104;""
20160151;NOM147;PRENOM147;713MD103;9,875
20160158;NOM104;PRENOM104;713SEM10;""
20160158;NOM104;PRENOM104;713MD207;18
20160158;NOM104;PRENOM104;713MD105;16
20160133;NOM151;PRENOM151;713UE102;""
20160133;NOM151;PRENOM151;713MD206;""
20160133;NOM151;PRENOM151;713MD201;13,7
20160133;NOM151;PRENOM151;713MD105;13,5
20160159;NOM135;PRENOM135;713MD107;""
20160102;NOM153;PRENOM153;713MD205;""
20160102;NOM153;PRENOM153;713MD201;6,458
20160147;NOM158;PRENOM158;713MD103;15
20160147;NOM158;PRENOM158;713EN116;18,25
20160112;NOM157;PRENOM157;713MD201;12,867
20160161;NOM110;PRENOM110;713SEM10;""
20160161;NOM110;PRENOM110;713MD205;""
20160161;NOM110;PRENOM110;713MD202;8,5
20160131;NOM128;PRENOM128;713MD208;""
20160131;NOM128;PRENOM128;713MD206;""
20160131;NOM128;PRENOM128;713MD205;""
20160162;NOM105;PRENOM105;713UE101;""
20160162;NOM105;PRENOM105;713MD108;15
20160162;NOM105;PRENOM105;713MD103;10
20160162;NOM105;PRENOM105;713MD102;11
20160162;NOM105;PRENOM105;713EN116;11
20160121;NOM155;PRENOM155;713UE101;""
20160121;NOM155;PRENOM155;713MD203;8,5
20160121;NOM155;PRENOM155;713MD110;""
20160121;NOM155;PRENOM155;713EN115;8,9
20160145;NOM160;PRENOM160;713MD207;14
20160145;NOM160;PRENOM160;713MD107;""
20160145;NOM160;PRENOM160;713MD102;13,5
20160145;NOM160;PRENOM160;713EN115;13,5
20160116;NOM139;PRENOM139;713MD103;14,875
20160115;NOM156;PRENOM156;713UE101;""
20160115;NOM156;PRENOM156;713MD203;16,25
20160140;NOM132;PRENOM132;713MD206;""
20160140;NOM132;PRENOM132;713MD201;10,892
20160140;NOM132;PRENOM132;713MD108;16
20160122;NOM111;PRENOM111;713MD102;13,375
20160139;NOM126;PRENOM126;713UE102;""
20160139;NOM126;PRENOM126;713SEM10;""
20160139;NOM126;PRENOM126;713MD207;17
20160139;NOM126;PRENOM126;703FAC01;""
20160141;NOM102;PRENOM102;713MD106;14,019
20160103;NOM125;PRENOM125;713UE102;""
20160103;NOM125;PRENOM125;713UE101;""
20160103;NOM125;PRENOM125;713MD204;""
20160103;NOM125;PRENOM125;713MD203;15,25
20160103;NOM125;PRENOM125;713MD201;15,083
20160103;NOM125;PRENOM125;713MD107;""
20160103;NOM125;PRENOM125;713MD104;""
20160103;NOM125;PRENOM125;713MD103;13,375
20160103;NOM125;PRENOM125;713MD102;12,625
20160135;NOM114;PRENOM114;713SEM10;""
20160135;NOM114;PRENOM114;713MD202;14,75
20160135;NOM114;PRENOM114;713MD106;15,547
20160135;NOM114;PRENOM114;703FAC01;""
20160155;NOM134;PRENOM134;713MD206;""
